u,g,r,i,z,u-g,g-r,r-i,i-z
23.79004,21.71711,21.39711,21.14913,22.10259,2.07293,0.32,0.24798,-0.95346
20.14522,18.96448,18.53129,18.31636,18.18418,1.18074,0.43319,0.21493,0.13218
20.93054,19.98491,19.68576,19.57479,19.46958,0.94563,0.29915,0.11097,0.10521
25.54894,23.42155,22.27763,20.83418,20.17945,2.12739,1.14392,1.44345,0.65473
26.81154,22.74463,20.90015,20.12013,19.60682,4.06691,1.84448,0.78002,0.51331
23.98772,22.26561,21.91235,21.58003,22.55246,1.72211,0.35326,0.33232,-0.97243
24.33826,22.77918,22.2798,21.59204,22.68789,1.55908,0.49938,0.68776,-1.09585
25.11396,22.32544,21.94877,21.80328,21.21575,2.78852,0.37667,0.14549,0.58753
23.45401,22.0664,21.72593,21.46498,21.76518,1.38761,0.34047,0.26095,-0.3002
23.49735,22.58463,22.3679,21.97499,22.17978,0.91272,0.21673,0.39291,-0.20479
25.01662,24.13572,23.08507,22.18681,21.71789,0.8809,1.05065,0.89826,0.46892
20.71533,19.65432,19.4146,19.31608,19.32229,1.06101,0.23972,0.09852,-0.00621
22.05549,21.15633,20.72682,20.56407,20.74865,0.89916,0.42951,0.16275,-0.18458
23.09876,21.75442,21.25722,20.99002,21.36632,1.34434,0.4972,0.2672,-0.3763
22.29897,21.54541,21.33055,21.11659,21.39841,0.75356,0.21486,0.21396,-0.28182
23.92603,24.19087,21.92785,21.42528,20.91199,-0.26484,2.26302,0.50257,0.51329
24.8661,22.35243,22.09206,21.55481,21.46679,2.51367,0.26037,0.53725,0.08802
20.71503,19.48692,19.21321,19.10007,19.15956,1.22811,0.27371,0.11314,-0.05949
24.82454,22.56842,22.25882,21.84278,23.23263,2.25612,0.3096,0.41604,-1.38985
20.63564,19.71561,19.45979,19.31954,19.22535,0.92003,0.25582,0.14025,0.09419
23.33261,21.87827,21.37495,21.17892,21.20238,1.45434,0.50332,0.19603,-0.02346
23.60666,21.77371,21.44024,21.17954,21.20108,1.83295,0.33347,0.2607,-0.02154
23.98219,23.08567,22.50838,22.09045,22.26552,0.89652,0.57729,0.41793,-0.17507
21.45108,20.59139,20.27757,20.1386,20.24208,0.85969,0.31382,0.13897,-0.10348
23.4592,22.0054,21.45757,21.33215,21.53894,1.4538,0.54783,0.12542,-0.20679
23.9811,22.33427,21.7227,21.3582,21.17808,1.64683,0.61157,0.3645,0.18012
23.92883,23.27573,22.55277,21.90601,22.40353,0.6531,0.72296,0.64676,-0.49752
21.45022,20.43396,20.05633,19.9196,19.85619,1.01626,0.37763,0.13673,0.06341
22.38328,21.25464,20.82947,20.73248,20.55844,1.12864,0.42517,0.09699,0.17404
23.94211,22.21023,21.69677,21.4969,21.40539,1.73188,0.51346,0.19987,0.09151
24.50384,24.0906,22.34187,21.39531,21.07144,0.41324,1.74873,0.94656,0.32387
23.67873,22.20523,21.89821,21.56838,21.13607,1.4735,0.30702,0.32983,0.43231
21.72747,20.56816,20.16663,20.09719,19.91193,1.15931,0.40153,0.06944,0.18526
21.48402,20.62177,20.28201,20.29851,20.17168,0.86225,0.33976,-0.0165,0.12683
21.5889,20.55551,20.27918,20.13396,19.92644,1.03339,0.27633,0.14522,0.20752
21.85938,26.61773,25.52833,25.86928,22.56475,-4.75835,1.0894,-0.34095,3.30453
21.97177,21.11016,20.77402,20.72785,20.52824,0.86161,0.33614,0.04617,0.19961
23.90166,21.55034,21.26904,21.15218,20.93984,2.35132,0.2813,0.11686,0.21234
23.60998,22.09131,21.58126,21.37098,22.04854,1.51867,0.51005,0.21028,-0.67756
24.30046,23.04654,23.91981,23.16159,22.86635,1.25392,-0.87327,0.75822,0.29524
22.68896,21.95139,21.42645,21.44251,21.36275,0.73757,0.52494,-0.01606,0.07976
22.66473,22.0211,21.45801,21.2868,20.97485,0.64363,0.56309,0.17121,0.31195
22.3945,21.56266,21.01214,20.85055,20.35242,0.83184,0.55052,0.16159,0.49813
23.81103,23.03753,22.30613,22.02522,22.21497,0.7735,0.7314,0.28091,-0.18975
23.76215,22.24489,21.94311,21.58508,21.19091,1.51726,0.30178,0.35803,0.39417
24.00055,23.13882,22.13611,21.98756,21.41403,0.86173,1.00271,0.14855,0.57353
23.6169,24.25307,23.36185,21.68887,21.78744,-0.63617,0.89122,1.67298,-0.09857
23.08941,23.12332,22.38312,22.13768,22.04933,-0.03391,0.7402,0.24544,0.08835
23.85409,22.04279,21.43552,21.24834,21.72733,1.8113,0.60727,0.18718,-0.47899
22.12568,21.25406,20.94047,20.796,20.58236,0.87162,0.31359,0.14447,0.21364
23.46189,22.09134,21.48444,21.21078,21.62691,1.37055,0.6069,0.27366,-0.41613
25.57885,22.97562,22.43993,21.9909,21.2365,2.60323,0.53569,0.44903,0.7544
25.59973,23.75436,22.77097,22.17928,22.89652,1.84537,0.98339,0.59169,-0.71724
24.22185,22.06149,21.81813,21.60686,21.92006,2.16036,0.24336,0.21127,-0.3132
23.26766,21.81837,20.69561,20.30738,20.12073,1.44929,1.12276,0.38823,0.18665
24.56516,22.80217,22.46917,22.19698,21.848,1.76299,0.333,0.27219,0.34898
24.98358,22.35561,21.93414,21.72749,21.28618,2.62797,0.42147,0.20665,0.44131
23.70056,22.76044,22.24373,21.89931,21.1755,0.94012,0.51671,0.34442,0.72381
23.17287,23.49257,22.53471,22.03606,23.08239,-0.3197,0.95786,0.49865,-1.04633
23.87306,24.36501,23.68678,22.08278,22.05071,-0.49195,0.67823,1.604,0.03207
24.34619,20.68953,20.05682,19.78054,19.83338,3.65666,0.63271,0.27628,-0.05284
23.94291,23.42261,21.6847,20.01982,19.35466,0.5203,1.73791,1.66488,0.66516
25.29327,22.53627,21.68294,21.6536,21.76932,2.757,0.85333,0.02934,-0.11572
24.01346,23.07762,22.45315,22.05491,21.47798,0.93584,0.62447,0.39824,0.57693
24.15851,22.38176,21.81701,21.66785,21.31909,1.77675,0.56475,0.14916,0.34876
22.12016,22.19418,21.75875,21.43963,21.58063,-0.07402,0.43543,0.31912,-0.141
25.02236,22.7733,22.14167,21.73233,22.40076,2.24906,0.63163,0.40934,-0.66843
22.81603,21.90455,21.34076,21.08611,21.24224,0.91148,0.56379,0.25465,-0.15613
25.77335,21.92118,21.50277,21.2214,20.73861,3.85217,0.41841,0.28137,0.48279
22.27512,21.71796,21.10736,20.85594,20.18729,0.55716,0.6106,0.25142,0.66865
26.75393,22.26871,23.60724,23.70738,21.08366,4.48522,-1.33853,-0.10014,2.62372
25.18255,23.65875,22.63967,21.89094,21.75766,1.5238,1.01908,0.74873,0.13328
25.37632,23.33614,22.47247,22.15527,22.10833,2.04018,0.86367,0.3172,0.04694
23.72023,23.02546,22.48119,21.9677,22.80843,0.69477,0.54427,0.51349,-0.84073
24.21811,22.28117,21.83323,21.50194,22.47619,1.93694,0.44794,0.33129,-0.97425
25.43028,26.06776,21.83845,21.66772,20.69067,-0.63748,4.22931,0.17073,0.97705
24.87222,22.92052,22.61513,22.36337,22.1677,1.9517,0.30539,0.25176,0.19567
22.87468,22.75856,22.05763,22.2737,21.5152,0.11612,0.70093,-0.21607,0.7585
26.74949,22.94663,21.91134,21.1282,22.1273,3.80286,1.03529,0.78314,-0.9991
23.05889,21.89446,21.24452,20.97507,20.73126,1.16443,0.64994,0.26945,0.24381
23.47772,22.13279,21.40764,21.36991,20.82844,1.34493,0.72515,0.03773,0.54147
22.09599,21.17905,20.68606,20.55417,20.45863,0.91694,0.49299,0.13189,0.09554
23.87736,22.56287,21.23022,20.81598,20.48757,1.31449,1.33265,0.41424,0.32841
22.42281,21.73348,21.37022,21.27769,21.96072,0.68933,0.36326,0.09253,-0.68303
24.20725,22.5873,21.64388,21.28448,21.33337,1.61995,0.94342,0.3594,-0.04889
24.81652,24.21181,21.64188,23.06242,22.61073,0.60471,2.56993,-1.42054,0.45169
22.26256,20.99949,20.59638,20.48182,20.61892,1.26307,0.40311,0.11456,-0.1371
25.80267,24.57719,23.08345,21.44973,20.73811,1.22548,1.49374,1.63372,0.71162
19.9133,18.63906,18.13929,17.8439,17.87201,1.27424,0.49977,0.29539,-0.02811
19.78961,18.54145,18.05715,17.78996,17.81655,1.24816,0.4843,0.26719,-0.02659
20.00023,18.60757,18.12551,17.87703,17.86607,1.39266,0.48206,0.24848,0.01096
19.88354,18.69222,18.2471,17.98022,18.01216,1.19132,0.44512,0.26688,-0.03194
25.09422,20.49745,19.13254,17.84311,17.24979,4.59677,1.36491,1.28943,0.59332
20.11939,18.96914,18.49701,18.23793,18.34789,1.15025,0.47213,0.25908,-0.10996
20.03099,18.85212,18.36403,18.1197,18.13236,1.17887,0.48809,0.24433,-0.01266
20.28202,19.01178,18.54389,18.27248,18.37239,1.27024,0.46789,0.27141,-0.09991
20.04518,18.89754,18.4657,18.21399,18.27721,1.14764,0.43184,0.25171,-0.06322
20.38993,19.09237,18.66569,18.42422,18.51224,1.29756,0.42668,0.24147,-0.08802
20.14269,19.0749,18.63469,18.38138,18.43467,1.06779,0.44021,0.25331,-0.05329
18.42302,17.21106,16.75529,16.57198,16.52825,1.21196,0.45577,0.18331,0.04373
21.25604,20.29117,20.21154,19.93897,19.96509,0.96487,0.07963,0.27257,-0.02612
23.02549,21.83799,21.40989,21.21329,21.84449,1.1875,0.4281,0.1966,-0.6312
23.62587,23.60785,22.30233,21.53318,21.73655,0.01802,1.30552,0.76915,-0.20337
20.13516,19.19991,18.8957,18.7202,18.72507,0.93525,0.30421,0.1755,-0.00487
20.60748,19.65495,19.35227,19.19461,19.16939,0.95253,0.30268,0.15766,0.02522
20.61098,19.63805,19.36295,19.21151,19.22079,0.97293,0.2751,0.15144,-0.00928
21.05598,20.14379,19.87598,19.65069,19.75249,0.91219,0.26781,0.22529,-0.1018
21.23042,20.21185,20.00317,19.81746,19.91648,1.01857,0.20868,0.18571,-0.09902
21.59364,20.72438,20.39957,20.19158,20.2371,0.86926,0.32481,0.20799,-0.04552
23.70325,21.48728,21.23192,20.84413,20.53077,2.21597,0.25536,0.38779,0.31336
25.36991,22.56046,22.0961,21.96756,22.58511,2.80945,0.46436,0.12854,-0.61755
24.08864,23.3245,22.46999,23.86319,22.55908,0.76414,0.85451,-1.3932,1.30411
20.6998,19.67239,19.45326,19.30976,19.24988,1.02741,0.21913,0.1435,0.05988
22.34632,21.39852,20.95648,20.72792,21.25994,0.9478,0.44204,0.22856,-0.53202
24.92657,22.82866,22.01886,21.51598,21.99159,2.09791,0.8098,0.50288,-0.47561
23.99477,22.52159,21.85692,21.48027,21.19778,1.47318,0.66467,0.37665,0.28249
20.28775,19.14551,18.86668,18.69879,18.65743,1.14224,0.27883,0.16789,0.04136
20.28148,19.25784,18.98834,18.80433,18.84488,1.02364,0.2695,0.18401,-0.04055
22.86758,20.66057,19.32833,18.5147,18.16592,2.20701,1.33224,0.81363,0.34878
21.56278,20.36904,20.11272,19.93098,19.86551,1.19374,0.25632,0.18174,0.06547
23.26432,21.35902,21.24341,21.08249,21.47195,1.9053,0.11561,0.16092,-0.38946
20.14808,19.16296,18.84328,18.63247,18.66147,0.98512,0.31968,0.21081,-0.029
21.40949,20.46371,20.18177,19.9521,19.81379,0.94578,0.28194,0.22967,0.13831
22.79652,21.17978,20.7486,20.46604,20.37761,1.61674,0.43118,0.28256,0.08843
23.52949,21.203,20.9825,20.79819,20.75525,2.32649,0.2205,0.18431,0.04294
25.58664,22.41756,21.82689,21.32737,22.70722,3.16908,0.59067,0.49952,-1.37985
24.10547,22.52134,22.29727,23.41904,21.384,1.58413,0.22407,-1.12177,2.03504
25.12423,22.6049,22.19186,21.9889,21.68602,2.51933,0.41304,0.20296,0.30288
24.95151,22.88004,22.33605,21.72114,21.41333,2.07147,0.54399,0.61491,0.30781
23.62511,23.35477,22.67912,22.10002,21.74823,0.27034,0.67565,0.5791,0.35179
22.35698,19.43353,18.14596,17.53292,17.1888,2.92345,1.28757,0.61304,0.34412
21.18305,20.17283,19.9313,19.78983,19.84639,1.01022,0.24153,0.14147,-0.05656
25.58622,23.52285,23.0269,22.22761,21.9652,2.06337,0.49595,0.79929,0.26241
26.31591,24.05923,22.90816,22.12654,21.47573,2.25668,1.15107,0.78162,0.65081
17.26577,15.34937,14.55027,14.23106,14.03501,1.9164,0.7991,0.31921,0.19605
17.14889,15.66817,15.03703,14.76233,14.61627,1.48072,0.63114,0.2747,0.14606
17.51315,16.62475,16.91261,17.10319,17.25791,0.8884,-0.28786,-0.19058,-0.15472
18.46071,17.01688,16.47377,16.22946,16.13157,1.44383,0.54311,0.24431,0.09789
18.57292,17.07347,16.49647,16.23097,16.11352,1.49945,0.577,0.2655,0.11745
17.71336,17.28501,17.95241,19.72759,22.8269,0.42835,-0.6674,-1.77518,-3.09931
19.2002,17.87935,17.186,17.24638,16.90218,1.32085,0.69335,-0.06038,0.3442
19.28621,17.90403,17.41706,17.16109,17.07714,1.38218,0.48697,0.25597,0.08395
20.73667,20.1907,19.35548,20.30385,18.61897,0.54597,0.83522,-0.94837,1.68488
20.25441,19.10566,18.78228,18.59129,18.49403,1.14875,0.32338,0.19099,0.09726
24.63469,20.50014,19.9598,20.45013,19.11489,4.13455,0.54034,-0.49033,1.33524
22.70102,20.8196,20.57562,20.43324,20.25771,1.88142,0.24398,0.14238,0.17553
21.01653,19.69941,19.47548,19.35372,19.43054,1.31712,0.22393,0.12176,-0.07682
21.00596,20.01618,19.78129,19.65626,19.52966,0.98978,0.23489,0.12503,0.1266
23.93049,21.65456,21.39674,21.02994,21.76868,2.27593,0.25782,0.3668,-0.73874
23.7789,23.05534,22.56862,21.72046,20.87608,0.72356,0.48672,0.84816,0.84438
26.47985,22.49645,22.46956,21.91761,22.56789,3.9834,0.02689,0.55195,-0.65028
20.66543,19.72791,19.492,19.34614,19.44094,0.93752,0.23591,0.14586,-0.0948
23.08488,20.90633,20.65307,20.35563,20.49153,2.17855,0.25326,0.29744,-0.1359
25.14533,21.39461,21.1,20.76347,21.43674,3.75072,0.29461,0.33653,-0.67327
24.20748,21.74139,20.81131,20.46742,21.53306,2.46609,0.93008,0.34389,-1.06564
24.34261,22.64404,22.11464,23.01988,22.42286,1.69857,0.5294,-0.90524,0.59702
25.76877,21.82101,19.87133,19.36002,19.04408,3.94776,1.94968,0.51131,0.31594
21.24046,20.31539,20.01403,19.95769,19.66335,0.92507,0.30136,0.05634,0.29434
21.68206,20.90268,20.64693,20.46332,20.1655,0.77938,0.25575,0.18361,0.29782
22.35676,20.55462,20.21671,20.0579,19.84014,1.80214,0.33791,0.15881,0.21776
25.11939,21.97453,21.54812,21.24097,21.91175,3.14486,0.42641,0.30715,-0.67078
23.75441,21.96143,21.37321,21.42935,21.96891,1.79298,0.58822,-0.05614,-0.53956
22.06413,21.18131,20.88464,20.66183,20.23791,0.88282,0.29667,0.22281,0.42392
23.72985,22.00607,21.18217,20.68279,20.21937,1.72378,0.8239,0.49938,0.46342
21.69106,21.21406,20.81117,20.6376,20.29432,0.477,0.40289,0.17357,0.34328
21.85388,21.01387,20.76165,20.51023,20.56722,0.84001,0.25222,0.25142,-0.05699
21.63036,20.51048,20.2369,19.99316,20.05809,1.11988,0.27358,0.24374,-0.06493
22.44834,21.01967,20.65506,20.46151,20.51479,1.42867,0.36461,0.19355,-0.05328
22.73207,21.85799,21.3836,21.13461,21.11309,0.87408,0.47439,0.24899,0.02152
24.28275,22.91605,22.09083,21.64524,21.72809,1.3667,0.82522,0.44559,-0.08285
21.66423,20.94419,20.70893,20.49493,20.56626,0.72004,0.23526,0.214,-0.07133
22.56795,21.42097,21.18366,20.86484,20.87332,1.14698,0.23731,0.31882,-0.00848
22.81824,22.11211,21.47671,21.07326,21.39776,0.70613,0.6354,0.40345,-0.3245
23.61212,23.09375,21.57413,21.54641,21.62614,0.51837,1.51962,0.02772,-0.07973
22.85052,21.69446,21.0308,20.82324,21.30399,1.15606,0.66366,0.20756,-0.48075
25.57768,23.19227,22.79264,22.43097,21.73938,2.38541,0.39963,0.36167,0.69159
22.32149,21.6992,21.29775,21.13442,20.88321,0.62229,0.40145,0.16333,0.25121
22.49814,21.77475,21.23495,21.22467,20.80982,0.72339,0.5398,0.01028,0.41485
23.02645,21.75348,21.25164,21.12813,20.95775,1.27297,0.50184,0.12351,0.17038
22.82503,22.45132,21.93212,21.67343,21.14185,0.37371,0.5192,0.25869,0.53158
23.20014,21.63038,21.2531,20.77348,21.30788,1.56976,0.37728,0.47962,-0.5344
23.19718,21.60161,21.15761,21.03269,20.67663,1.59557,0.444,0.12492,0.35606
24.64608,22.34779,22.25991,22.13121,21.24957,2.29829,0.08788,0.1287,0.88164
24.758,22.55847,21.13644,20.34969,19.9156,2.19953,1.42203,0.78675,0.43409
24.72019,23.25006,22.4792,21.57768,20.24753,1.47013,0.77086,0.90152,1.33015
25.05843,23.69616,22.95734,22.21737,22.91871,1.36227,0.73882,0.73997,-0.70134
18.94077,17.62439,17.0787,16.83091,16.69657,1.31638,0.54569,0.24779,0.13434
21.46575,20.79827,20.45415,20.31778,20.04566,0.66748,0.34412,0.13637,0.27212
24.4113,22.78664,22.54932,22.02105,21.95687,1.62466,0.23732,0.52827,0.06418
18.78075,17.43778,16.85009,16.6262,16.49038,1.34297,0.58769,0.22389,0.13582
20.24604,19.36119,18.99041,18.91356,18.87763,0.88485,0.37078,0.07685,0.03593
20.50818,19.44564,19.10275,18.99672,19.01375,1.06254,0.34289,0.10603,-0.01703
21.0898,19.91841,19.51358,19.40341,19.55323,1.17139,0.40483,0.11017,-0.14982
20.99581,20.10489,19.73923,19.66803,19.58648,0.89092,0.36566,0.0712,0.08155
21.13473,20.27294,19.88417,19.86987,19.69709,0.86179,0.38877,0.0143,0.17278
21.18151,20.30053,19.88748,19.90035,19.93233,0.88098,0.41305,-0.01287,-0.03198
21.04216,20.30776,19.90969,19.95877,19.8531,0.7344,0.39807,-0.04908,0.10567
21.4567,20.45795,20.04785,20.0949,20.00115,0.99875,0.4101,-0.04705,0.09375
21.68398,20.68206,20.25472,20.30781,20.58366,1.00192,0.42734,-0.05309,-0.27585
21.46254,20.77093,20.3731,20.26614,20.00583,0.69161,0.39783,0.10696,0.26031
21.68323,20.84591,20.47076,20.4171,20.25455,0.83732,0.37515,0.05366,0.16255
21.88986,25.11439,22.16229,22.51103,21.20654,-3.22453,2.9521,-0.34874,1.30449
22.97435,21.42072,20.93356,21.05713,20.82347,1.55363,0.48716,-0.12357,0.23366
23.66981,21.87398,21.73625,21.72825,22.17067,1.79583,0.13773,0.008,-0.44242
24.35226,21.85057,21.3931,21.05378,22.10526,2.50169,0.45747,0.33932,-1.05148
24.45145,24.84937,22.18442,21.02337,20.37609,-0.39792,2.66495,1.16105,0.64728
22.97951,21.86335,21.3016,21.12878,20.84362,1.11616,0.56175,0.17282,0.28516
21.28658,20.00292,19.79674,19.57958,19.58208,1.28366,0.20618,0.21716,-0.0025
22.85525,21.32524,20.83456,20.73366,20.29727,1.53001,0.49068,0.1009,0.43639
20.76635,19.67675,19.37711,19.20613,19.26892,1.0896,0.29964,0.17098,-0.06279
22.56065,20.93724,20.61003,20.45867,20.65333,1.62341,0.32721,0.15136,-0.19466
24.78803,24.53687,21.52965,20.70184,20.8002,0.25116,3.00722,0.82781,-0.09836
23.69531,24.24428,23.29959,22.37618,22.91781,-0.54897,0.94469,0.92341,-0.54163
21.27483,20.12157,19.85669,19.66552,19.69284,1.15326,0.26488,0.19117,-0.02732
20.46666,19.1663,18.91041,18.71,18.84154,1.30036,0.25589,0.20041,-0.13154
23.06727,19.39284,19.15977,18.86425,22.8269,3.67443,0.23307,0.29552,-3.96265
20.3044,19.14807,18.85876,18.74167,18.62396,1.15633,0.28931,0.11709,0.11771
20.22858,19.23273,18.97496,18.86337,18.78782,0.99585,0.25777,0.11159,0.07555
24.63465,20.04243,19.77514,19.59128,22.8269,4.59222,0.26729,0.18386,-3.23562
20.29751,19.25653,19.02142,18.91116,18.8134,1.04098,0.23511,0.11026,0.09776
20.99219,19.70272,19.14113,18.89328,18.66987,1.28947,0.56159,0.24785,0.22341
24.59299,25.11438,24.81273,24.3618,18.85958,-0.52139,0.30165,0.45093,5.50222
23.84146,20.70502,19.45219,18.78227,18.36205,3.13644,1.25283,0.66992,0.42022
20.02412,18.98982,18.83472,19.03673,18.59835,1.0343,0.1551,-0.20201,0.43838
16.82863,29.97302,24.80147,24.36127,13.82597,-13.14439,5.17155,0.4402,10.5353
20.55534,19.61712,19.44325,19.33327,19.61973,0.93822,0.17387,0.10998,-0.28646
20.68457,19.74172,19.45119,19.37047,19.29501,0.94285,0.29053,0.08072,0.07546
20.76928,19.77436,19.54299,19.4431,19.37356,0.99492,0.23137,0.09989,0.06954
21.38607,20.20993,19.93406,19.76857,19.81042,1.17614,0.27587,0.16549,-0.04185
21.62725,20.64951,20.17895,19.98174,19.67319,0.97774,0.47056,0.19721,0.30855
21.6077,20.44549,20.17523,19.92074,19.87818,1.16221,0.27026,0.25449,0.04256
22.11662,25.11449,21.63464,23.5865,20.7157,-2.99787,3.47985,-1.95186,2.8708
23.09225,21.30725,20.90738,20.74298,20.82293,1.785,0.39987,0.1644,-0.07995
22.47144,21.59675,21.13727,20.81443,20.99068,0.87469,0.45948,0.32284,-0.17625
23.6522,21.70646,21.25582,21.07421,21.75781,1.94574,0.45064,0.18161,-0.6836
24.47272,22.56562,22.6184,21.91464,22.39277,1.9071,-0.05278,0.70376,-0.47813
24.83232,23.98242,23.56606,21.74629,21.20226,0.8499,0.41636,1.81977,0.54403
23.94943,23.23819,22.29597,22.11618,21.15699,0.71124,0.94222,0.17979,0.95919
24.06696,24.43751,22.94019,22.81664,22.49333,-0.37055,1.49732,0.12355,0.32331
18.63821,17.04584,16.46055,16.23904,16.10191,1.59237,0.58529,0.22151,0.13713
24.62209,22.75892,22.05634,21.73064,21.03999,1.86317,0.70258,0.3257,0.69065
22.36225,20.93267,20.66588,20.45693,20.65722,1.42958,0.26679,0.20895,-0.20029
23.77992,20.69638,20.24283,20.02785,20.12502,3.08354,0.45355,0.21498,-0.09717
23.20727,21.09426,20.84768,20.6458,21.35108,2.11301,0.24658,0.20188,-0.70528
23.16354,21.45262,21.02742,20.70327,20.6658,1.71092,0.4252,0.32415,0.03747
24.98986,21.77885,21.33239,21.30784,22.57916,3.21101,0.44646,0.02455,-1.27132
22.87131,24.10642,22.21991,21.64595,22.75175,-1.23511,1.88651,0.57396,-1.1058
21.75362,20.50892,20.12187,19.95049,19.91623,1.2447,0.38705,0.17138,0.03426
22.85622,21.73018,21.26631,21.084,21.59626,1.12604,0.46387,0.18231,-0.51226
23.26537,21.93476,21.01495,20.64606,20.63337,1.33061,0.91981,0.36889,0.01269
22.13134,21.82836,21.29036,20.98425,21.2998,0.30298,0.538,0.30611,-0.31555
23.82864,23.72276,22.90224,21.65596,23.40408,0.10588,0.82052,1.24628,-1.74812
23.08718,22.48592,21.91784,21.53909,21.94937,0.60126,0.56808,0.37875,-0.41028
21.70955,20.89058,20.58322,20.36418,20.43402,0.81897,0.30736,0.21904,-0.06984
23.76575,23.22217,21.58847,20.07706,19.48346,0.54358,1.6337,1.51141,0.5936
22.64606,21.1106,20.86429,20.793,20.64251,1.53546,0.24631,0.07129,0.15049
21.80215,20.03669,19.73926,19.56601,19.46257,1.76546,0.29743,0.17325,0.10344
23.33905,25.06173,22.07916,21.7854,22.30184,-1.72268,2.98257,0.29376,-0.51644
25.33811,22.27981,26.04215,24.49659,21.75785,3.0583,-3.76234,1.54556,2.73874
23.79152,21.26389,20.17566,19.64612,19.46422,2.52763,1.08823,0.52954,0.1819
26.03532,22.41409,21.97458,21.40805,22.3918,3.62123,0.43951,0.56653,-0.98375
23.07965,20.82255,19.83103,19.36238,19.14759,2.2571,0.99152,0.46865,0.21479
22.7266,21.52981,21.05991,21.06262,20.90415,1.19679,0.4699,-0.00271,0.15847
23.27796,20.84455,20.75009,20.27079,20.76075,2.43341,0.09446,0.4793,-0.48996
20.62283,19.65201,19.33839,19.24472,19.03188,0.97082,0.31362,0.09367,0.21284
21.00035,20.20379,19.93544,19.85965,19.63592,0.79656,0.26835,0.07579,0.22373
21.68058,20.93122,20.5968,20.50046,20.26431,0.74936,0.33442,0.09634,0.23615
22.61553,21.71114,21.41254,21.55147,20.72208,0.90439,0.2986,-0.13893,0.82939
20.52184,19.60946,19.26518,19.26063,19.054,0.91238,0.34428,0.00455,0.20663
26.01512,22.71972,22.5862,21.36618,20.73169,3.2954,0.13352,1.22002,0.63449
20.16404,19.01056,18.59891,18.41749,18.29417,1.15348,0.41165,0.18142,0.12332
23.04689,21.86632,21.30559,20.98974,21.80954,1.18057,0.56073,0.31585,-0.8198
23.10683,21.33644,20.98714,20.94953,20.70747,1.77039,0.3493,0.03761,0.24206
21.74878,20.80991,20.51018,20.2558,20.1718,0.93887,0.29973,0.25438,0.084
22.00802,21.26397,20.91066,20.7495,20.7725,0.74405,0.35331,0.16116,-0.023
22.42599,21.5886,21.20631,21.49716,21.58755,0.83739,0.38229,-0.29085,-0.09039
25.05005,22.00606,21.63823,22.50692,21.32626,3.04399,0.36783,-0.86869,1.18066
23.42645,22.1434,21.72434,21.45796,23.0566,1.28305,0.41906,0.26638,-1.59864
22.70253,21.32959,21.08523,20.94085,21.71378,1.37294,0.24436,0.14438,-0.77293
25.09764,22.93882,21.31649,19.8393,19.20206,2.15882,1.62233,1.47719,0.63724
11.33822,10.0007,9.22549,10.63571,9.299286,1.33752,0.77521,-1.41022,1.336424
14.14767,12.70453,12.20661,12.62545,11.78867,1.44314,0.49792,-0.41884,0.83678
14.55444,13.4473,13.01942,13.52364,12.40738,1.10714,0.42788,-0.50422,1.11626
11.16898,10.686,10.33047,9.607222,10.93367,0.48298,0.35553,0.723248,-1.326448
16.71563,14.31273,13.29212,15.57598,12.62271,2.4029,1.02061,-2.28386,2.95327
11.70642,10.97541,9.901332,9.865049,9.953309,0.73101,1.074078,0.036283,-0.08826
16.63172,14.34201,13.39283,15.16056,12.74691,2.28971,0.94918,-1.76773,2.41365
12.96979,11.73835,11.16293,11.62966,10.81371,1.23144,0.57542,-0.46673,0.81595
13.90129,12.37675,11.71901,11.98561,11.55755,1.52454,0.65774,-0.2666,0.42806
14.22263,12.14541,11.96384,12.56926,10.79778,2.07722,0.18157,-0.60542,1.77148
12.27902,11.16949,11.10351,11.70442,11.10747,1.10953,0.06598,-0.60091,0.59695
16.8217,14.69384,13.76609,14.55789,13.12666,2.12786,0.92775,-0.7918,1.43123
16.64009,14.62594,13.76911,14.76292,13.1853,2.01415,0.85683,-0.99381,1.57762
11.94663,11.48621,11.78854,10.40027,13.48191,0.46042,-0.30233,1.38827,-3.08164
16.62217,14.59861,13.75299,14.83391,13.16624,2.02356,0.84562,-1.08092,1.66767
12.56942,10.95348,10.64801,10.92814,9.464848,1.61594,0.30547,-0.28013,1.463292
16.4865,14.57189,13.78114,14.43676,13.24245,1.91461,0.79075,-0.65562,1.19431
16.967,15.07133,14.18327,13.71839,13.58989,1.89567,0.88806,0.46488,0.1285
15.82626,17.95131,24.80204,13.97309,22.82691,-2.12505,-6.85073,10.82895,-8.85382
17.38065,16.29148,16.51123,16.69009,16.7948,1.08917,-0.21975,-0.17886,-0.10471
25.17462,22.36244,20.78615,19.3148,18.62863,2.81218,1.57629,1.47135,0.68617
22.44122,20.82608,20.49603,20.4773,21.1618,1.61514,0.33005,0.01873,-0.6845
24.2052,21.75267,21.32001,21.08997,22.26421,2.45253,0.43266,0.23004,-1.17424
25.52014,22.04793,21.67179,21.60144,21.67637,3.47221,0.37614,0.07035,-0.07493
23.80619,22.43517,21.55324,22.21971,21.15373,1.37102,0.88193,-0.66647,1.06598
20.53424,19.452,19.10421,18.95665,18.97511,1.08224,0.34779,0.14756,-0.01846
