kic,bjd0,period
KIC 11236035,55157.203865,2.3190031
KIC 11240948,55001.252154,3.4019372
KIC 11244501,54953.815356,0.2966763
KIC 11245381,54953.641745,0.3069917
KIC 11246163,54964.563148,0.2792275
KIC 11247386,54999.834111,0.3943253
KIC 11250867,54955.621171,2.2528222
KIC 11252617,55006.173228,4.4781198
KIC 11255667,54954.269242,0.8189143
KIC 11255761,54967.608771,4.9926771
KIC 11284227,55002.112905,0.4375709
KIC 11284547,54964.534976,0.2624405
KIC 11285136,55004.697902,2.3681778
KIC 11285625,54975.33451,10.7904443
KIC 11287726,54965.324676,4.7377142
KIC 11289003,55000.013774,0.3303415
KIC 11295026,54953.888646,0.2908549
KIC 11295347,54954.53801,0.8884399
KIC 11303416,54964.927759,0.3207842
KIC 11303526,54954.138339,0.7200905
KIC 11303811,55002.298415,3.3794695
KIC 11304987,54964.802895,1.3853862
KIC 11305087,54964.836735,0.3092669
KIC 11336707,54964.637372,0.2512982
KIC 11338865,54954.092011,0.8803849
KIC 11341950,54964.806734,0.2883712
KIC 11347875,54965.55277,3.4550909
KIC 11350389,54965.025108,1.512644
KIC 11352791,55000.163545,0.2805193
KIC 11358392,54954.564943,0.9849768
KIC 11391181,54972.068475,8.6173396
KIC 11391667,54954.131308,1.0837368
KIC 11395117,54964.845917,0.3065169
KIC 11395645,55000.011362,0.4969091
KIC 11401845,55005.930055,2.161399
KIC 11402381,54953.884042,0.4173647
KIC 11403032,55001.91081,7.6316344
KIC 11403216,55186.619762,4.0532529
KIC 11403776,55000.042671,0.4018056
KIC 11404644,54969.388045,5.9025999
KIC 11404698,54964.788397,0.5901921
KIC 11404758,54964.825367,0.3512461
KIC 11405559,54964.84459,0.2849367
KIC 11408810,54953.868542,0.7492874
KIC 11408935,54980.304697,15.9950902
KIC 11409673,54998.146632,12.3178693
KIC 11409698,54972.176164,10.2678271
KIC 11410485,54964.854909,0.4287929
KIC 11413213,55002.094949,0.2374665
KIC 11442348,54964.605336,0.3128408
KIC 11444780,54964.58988,0.2867135
KIC 11447953,54955.251162,1.4988837
KIC 11455484,54998.885719,6.14275
KIC 11455795,54964.791642,1.0573353
KIC 11457191,54965.967089,2.2983953
KIC 11460346,54964.714942,0.3856483
KIC 11463211,54964.832732,1.5063542
KIC 11494130,54962.683855,18.9554142
KIC 11494583,54964.685201,0.2483419
KIC 11495766,55009.377729,8.3404432
KIC 11495781,54954.041627,0.5079343
KIC 11496078,54953.599863,0.2997192
KIC 11498689,54964.607232,0.306306
KIC 11499757,54967.251422,12.3143985
KIC 11502581,54964.875051,0.333636
KIC 11509282,54965.036787,0.6340339
KIC 11515292,54998.598539,3.4194671
KIC 11517719,54965.840588,2.4957793
KIC 11546211,54965.600017,2.1944213
KIC 11547869,54998.077747,10.727417
KIC 11548140,54965.555132,2.7573005
KIC 11559864,54964.682124,0.3833011
KIC 11560037,54964.997657,1.466522
KIC 11560447,54953.730314,0.527679
KIC 11564013,55002.694501,1.7505355
KIC 11566174,54964.604431,0.2768752
KIC 11568428,54999.438319,1.7106289
KIC 11568657,54973.942928,13.4760462
KIC 11568987,55004.508731,15.9599451
KIC 11572643,54953.74027,0.3454039
KIC 11599264,55292.433026,8.4281506
KIC 11601584,54975.339319,13.9794853
KIC 11604958,54964.653176,0.2989297
KIC 11612091,54953.780303,0.4542688
KIC 11616200,54954.898446,1.718649
KIC 11616594,54969.190695,14.5876122
KIC 11618883,55139.44241,0.6848719
KIC 11619964,54965.717564,10.3685551
KIC 11649962,54973.758217,10.5627371
KIC 11652545,54953.798155,0.4127947
KIC 11656840,54965.757383,7.4426597
KIC 11662440,55004.811546,13.6394573
KIC 11671660,54956.544471,8.710339
KIC 11672319,54964.813262,0.3317754
KIC 11673686,54957.148279,4.618769
KIC 11700133,55001.662945,6.7540169
KIC 11703960,54965.167187,0.6044168
KIC 11704044,55015.229115,13.7653453
KIC 11704155,54953.604573,0.2738674
KIC 11706658,54965.266794,1.4079433
KIC 11716688,54964.845939,0.3012184
KIC 11717798,54964.948203,0.3747149
KIC 11722816,54964.744235,0.3203734
KIC 11724091,54953.858108,1.5590905
KIC 11724210,54965.041689,5.746018
KIC 11751847,54964.716133,0.3314836
KIC 11768970,54959.413777,15.541353
KIC 11769739,54964.659858,0.2524728
KIC 11774013,55000.572627,3.7562477
KIC 11774383,55000.20939,0.5202271
KIC 11805235,54964.735922,0.3951932
KIC 11811454,54955.917867,2.2746278
KIC 11817750,54954.908603,9.7625507
KIC 11819135,55000.065397,1.901638
KIC 11820830,54959.000362,12.7318697
KIC 11824222,54978.459897,15.8413359
KIC 11825057,55000.087758,0.5320878
KIC 11825204,54964.746093,0.2096356
KIC 11826400,54956.000227,5.8893723
KIC 11858541,54968.754069,5.6743534
KIC 11858979,54964.796671,3.059169
KIC 11867071,54999.717143,3.96385
KIC 11873166,54953.914736,1.4688524
KIC 11874338,55000.662796,15.9751769
KIC 11875706,54964.788241,0.3857206
KIC 11904038,54953.85226,0.6322198
KIC 11909839,54968.573497,10.405998
KIC 11910076,54964.903169,0.3481228
KIC 11911561,54997.180059,8.8704124
KIC 11913012,54967.177975,3.7478484
KIC 11913071,54955.943496,3.7478351
KIC 11920266,54954.120756,0.4674102
KIC 11922782,54956.247158,3.5129339
KIC 11923629,54995.52806,17.9732836
KIC 11924311,54964.755924,0.4451163
KIC 11967004,54966.109021,1.9416358
KIC 11968490,54965.437249,1.0788901
KIC 11968513,55185.882996,1.0365914
KIC 11972387,55000.018394,0.3278982
KIC 11973705,54973.203322,6.7721423
KIC 11975363,54967.411965,3.5184191
KIC 12004679,54955.769983,5.0424901
KIC 12004834,55002.041,0.2623168
KIC 12010534,54965.946782,2.5815948
KIC 12013615,54971.509802,8.2028691
KIC 12016304,54965.652399,1.024052
KIC 12019674,54953.796585,0.3545042
KIC 12022517,55003.264108,3.4427135
KIC 12022718,54966.396704,9.2553314
KIC 12023089,55001.770498,0.6234413
KIC 12055014,54965.041323,0.4999046
KIC 12055255,54964.525184,0.2209394
KIC 12055421,54953.820969,0.385606
KIC 12055517,54999.832766,0.6097519
KIC 12059158,54953.845032,0.4718237
KIC 12062660,54998.936258,2.9293
KIC 12066630,54953.967832,1.0983743
KIC 12071006,54955.83764,6.0960264
KIC 12071741,54964.817555,0.3142642
KIC 12104285,54964.713694,0.2514509
KIC 12106934,54998.672552,5.9370457
KIC 12108333,54954.106577,0.7054482
KIC 12109575,54953.617625,0.5316547
KIC 12109845,55000.558223,0.8659588
KIC 12153332,54953.871096,0.2946266
KIC 12157987,54953.900074,0.5778444
KIC 12164751,55004.676598,2.6300876
KIC 12170648,54965.025028,0.599386
KIC 12216706,55003.521612,1.4710605
KIC 12216817,55002.067959,0.2462731
KIC 12218858,54953.762364,0.4266579
KIC 12251650,54971.658491,17.7619949
KIC 12251779,54967.233201,14.8442331
KIC 12255108,55002.508341,9.1315263
KIC 12255382,54964.628561,0.9993228
KIC 12257908,54954.915973,2.6159169
KIC 12267718,54953.999853,0.5450506
KIC 12268220,54954.125749,4.4215699
KIC 12301181,54998.612284,6.147279
KIC 12305537,54953.653484,0.361815
KIC 12316447,55008.519184,17.9077
KIC 12350008,55002.014438,0.1845296
KIC 12351927,54972.98152,10.1161484
KIC 12352712,54999.935357,0.722065
KIC 12353720,54954.41426,1.95331
KIC 12356746,54954.3696,1.0049085
KIC 12365000,54953.829014,1.2627433
KIC 12367310,54972.989347,8.6274874
KIC 12367464,54954.129939,1.8532087
KIC 12400729,54965.480846,0.9317259
KIC 12404615,55001.927612,0.3662908
KIC 12405950,55096.767773,3.53963
KIC 12418274,54964.86756,0.3527221
KIC 12418319,54965.465673,1.3569736
KIC 12418662,54967.314604,2.751574
KIC 12418816,54954.742983,1.5218703
KIC 12458133,54964.89951,0.3325218
KIC 12458797,55182.791088,0.2413212
KIC 12459731,55004.425248,14.1812065
KIC 12470041,54957.492552,14.6677416
KIC 12470530,54968.824131,8.2072571
KIC 12470954,54965.404402,1.9022098
KIC 12504988,54967.623202,5.0939385
KIC 12506351,54955.736173,2.4555173
KIC 12508348,54951.660784,0.2556047
KIC 12553806,55000.039888,0.4631237
KIC 12554536,54953.964623,0.6844956
KIC 12557713,54965.497854,7.2147226
KIC 12598713,54953.674386,0.257179
KIC 12599700,54965.259157,1.0177858
KIC 12602985,55002.090625,0.2508689
KIC 12645761,54961.669259,5.4191379
KIC 12785282,54953.956353,0.7887499
