u,g,r,i,z,u-g,g-r,r-i,i-z,Class
21.27877,20.2181,19.92063,19.78066,19.88128,1.06067,0.29746999999999996,0.13997,-0.10061999999999999,1.0
21.8443,19.606679999999997,18.36104,17.86915,17.60623,2.23762,1.2456399999999999,0.49188999999999994,0.26291999999999993,3.0
20.54616,19.04167,18.509970000000003,18.302329999999998,18.261210000000002,1.5044899999999999,0.5317,0.20764000000000002,0.04112,1.0
20.96344,20.20701,19.9134,19.78974,19.69855,0.75643,0.29361,0.12365999999999999,0.09119,1.0
21.1069,20.21036,19.92148,19.81008,19.78647,0.89654,0.28888,0.1114,0.02361,1.0
20.407610000000002,19.66129,19.34991,19.28049,19.29479,0.74632,0.31138000000000005,0.06942000000000001,-0.014300000000000007,1.0
20.49142,19.495260000000002,19.226210000000002,19.16421,19.1751,0.99616,0.26905,0.062,-0.01088999999999999,1.0
20.885089999999998,19.91195,19.636229999999998,19.55774,19.4985,0.97314,0.27571999999999997,0.07849,0.05924,1.0
20.64544,19.69079,19.4313,19.36815,19.43284,0.95465,0.25949,0.06315,-0.06469,1.0
19.87255,18.881520000000002,18.63245,18.60739,18.61731,0.99103,0.24906999999999999,0.02506,-0.009919999999999998,1.0
22.01594,20.41139,19.77136,19.534679999999998,19.41752,1.60455,0.64003,0.23668000000000003,0.11715999999999999,1.0
20.0216,19.22372,18.90109,18.80165,18.86018,0.79788,0.32263000000000003,0.09944,-0.05853000000000001,1.0
20.60139,19.70189,19.42915,19.322779999999998,19.3251,0.8995,0.27274,0.10637,-0.0023199999999999957,1.0
19.37793,18.427670000000003,18.24176,18.225089999999998,18.16546,0.95026,0.18591,0.016669999999999977,0.059629999999999996,1.0
20.83704,19.81706,19.365920000000003,19.19708,19.17604,1.0199799999999999,0.45114,0.16884000000000002,0.02104,1.0
19.65403,18.78528,18.57733,18.5004,18.559829999999998,0.86875,0.20795,0.07693,-0.05943,1.0
21.27528,18.632620000000003,17.49761,17.07541,16.86007,2.64266,1.13501,0.4222,0.21534,3.0
21.97052,19.41777,18.32878,17.89076,17.66368,2.55275,1.08899,0.43801999999999996,0.22708000000000003,3.0
19.57496,18.5798,18.47907,18.49655,18.55256,0.99516,0.10072999999999999,-0.017479999999999996,-0.056010000000000004,1.0
20.8984,19.95319,19.62378,19.4961,19.41883,0.94521,0.32941,0.12768,0.07727,1.0
20.21183,19.32639,19.05065,18.959410000000002,18.98216,0.88544,0.27574,0.09124,-0.022749999999999992,1.0
18.99157,17.49053,17.07975,16.89828,16.843429999999998,1.50104,0.41078000000000003,0.18147,0.05485,3.0
20.60775,19.6251,19.355829999999997,19.27625,19.283910000000002,0.98265,0.26927,0.07958,-0.00766,1.0
20.10034,18.80126,18.25096,18.04714,17.94045,1.29908,0.5503,0.20382,0.10669000000000001,2.0
